Ten_Huyen,date,temperature_2m,relative_humidity_2m,wind_speed_10m,cloud_cover,rain
Me Linh,2025-10-09 04:00:00+07:00,24.026,100,2.968636,68,0
Thanh Tri,2025-10-09 04:00:00+07:00,23.627998,100,2.9024127,70,0
Thanh Xuan,2025-10-09 04:00:00+07:00,23.5565,100,2.9024127,66,0
Phu Xuyen,2025-10-09 04:00:00+07:00,23.489,100,3.319036,66,0
Tay Ho,2025-10-09 04:00:00+07:00,24.088999,100,2.16,72,0
Tu Liem,2025-10-09 04:00:00+07:00,23.6085,100,2.9024127,66,0
Soc Son,2025-10-09 04:00:00+07:00,23.6655,100,2.2768397,65,0
My Duc,2025-10-09 04:00:00+07:00,22.6475,99,3.7585104,54,0
Hoai Duc,2025-10-09 04:00:00+07:00,23.6215,100,2.9024127,66,0
Ba Dinh,2025-10-09 04:00:00+07:00,23.563,100,2.9024127,66,0
Phuc Tho,2025-10-09 05:00:00+07:00,24.052,100,3.2599385,66,0
Dan Phuong,2025-10-09 05:00:00+07:00,24.0325,100,3.2599385,66,0
Hoan Kiem,2025-10-09 05:00:00+07:00,23.5325,100,2.968636,67,0
Ung Hoa,2025-10-09 05:00:00+07:00,22.704,98,3.7585104,43,0
My Duc,2025-10-09 05:00:00+07:00,22.6975,98,3.7585104,43,0
Hoai Duc,2025-10-09 05:00:00+07:00,23.5715,100,2.968636,67,0
Ba Vi,2025-10-09 05:00:00+07:00,23.357,98,2.6208394,56,0
Long Bien,2025-10-09 05:00:00+07:00,23.5585,100,2.968636,67,0
Dong Anh,2025-10-09 05:00:00+07:00,23.976,100,2.0991426,72,0
Chuong My,2025-10-09 05:00:00+07:00,22.6575,98,3.9763298,45,0
Thach That,2025-10-09 05:00:00+07:00,23.726,98,2.9024127,70,0
Cau Giay,2025-10-09 05:00:00+07:00,23.5715,100,2.968636,67,0
Thanh Oai,2025-10-09 05:00:00+07:00,22.954,98,3.2599385,48,0
Son Tay,2025-10-09 05:00:00+07:00,23.752,98,2.9024127,70,0
Gia Lam,2025-10-09 05:00:00+07:00,24.1065,99,2.4149535,56,0
Ba Dinh,2025-10-09 05:00:00+07:00,23.513,100,2.968636,67,0
Thuong Tin,2025-10-09 05:00:00+07:00,23.515001,100,3.0547013,79,0
Hoang Mai,2025-10-09 05:00:00+07:00,23.565,100,2.968636,67,0
Dong Da,2025-10-09 05:00:00+07:00,23.5585,100,2.968636,67,0
Phu Xuyen,2025-10-09 05:00:00+07:00,23.289,100,3.319036,76,0
Ha Dong,2025-10-09 05:00:00+07:00,23.5715,100,2.968636,67,0
Me Linh,2025-10-09 05:00:00+07:00,24.026,100,3.2599385,66,0
Soc Son,2025-10-09 05:00:00+07:00,23.4655,100,1.8,71,0
Tu Liem,2025-10-09 05:00:00+07:00,23.5585,100,2.968636,67,0
Tay Ho,2025-10-09 05:00:00+07:00,23.989,100,2.0991426,72,0
Thanh Tri,2025-10-09 05:00:00+07:00,23.528,100,3.0547013,79,0
Hai Ba Trung,2025-10-09 05:00:00+07:00,23.526,100,2.968636,67,0
Quoc Oai,2025-10-09 05:00:00+07:00,22.778,98,2.5455842,49,0
Thanh Xuan,2025-10-09 05:00:00+07:00,23.5065,100,2.968636,67,0
Tu Liem,2025-10-09 06:00:00+07:00,23.508501,100,3.319036,75,0
My Duc,2025-10-09 06:00:00+07:00,22.6475,98,3.7585104,42,0
Me Linh,2025-10-09 06:00:00+07:00,23.976,100,3.6,68,0
Dong Anh,2025-10-09 06:00:00+07:00,23.876,100,2.3051248,81,0
Chuong My,2025-10-09 06:00:00+07:00,22.5075,99,3.9763298,56,0
Cau Giay,2025-10-09 06:00:00+07:00,23.521502,100,3.319036,75,0
Hoai Duc,2025-10-09 06:00:00+07:00,23.521502,100,3.319036,75,0
Thach That,2025-10-09 06:00:00+07:00,23.726,98,3.2599385,68,0
Quoc Oai,2025-10-09 06:00:00+07:00,22.678,97,2.5455842,55,0
Thanh Tri,2025-10-09 06:00:00+07:00,23.578,100,3.6,87,0
Son Tay,2025-10-09 06:00:00+07:00,23.752,98,3.2599385,68,0
Gia Lam,2025-10-09 06:00:00+07:00,23.9065,100,2.8116899,67,0
Thuong Tin,2025-10-09 06:00:00+07:00,23.565,100,3.6,87,0
Hoang Mai,2025-10-09 06:00:00+07:00,23.515001,100,3.319036,75,0
Ba Dinh,2025-10-09 06:00:00+07:00,23.463001,100,3.319036,75,0
Tay Ho,2025-10-09 06:00:00+07:00,23.889,100,2.3051248,81,0
Phu Xuyen,2025-10-09 06:00:00+07:00,23.289,100,3.6,78,0
Dong Da,2025-10-09 06:00:00+07:00,23.508501,100,3.319036,75,0
Thanh Oai,2025-10-09 06:00:00+07:00,22.954,98,3.6179552,55,0
Long Bien,2025-10-09 06:00:00+07:00,23.508501,100,3.319036,75,0
Ba Vi,2025-10-09 06:00:00+07:00,23.357,97,2.6208394,58,0
Thanh Xuan,2025-10-09 06:00:00+07:00,23.456501,100,3.319036,75,0
Hoan Kiem,2025-10-09 06:00:00+07:00,23.4825,100,3.319036,75,0
Dan Phuong,2025-10-09 06:00:00+07:00,23.9825,100,3.6,68,0
Ha Dong,2025-10-09 06:00:00+07:00,23.521502,100,3.319036,75,0
Ung Hoa,2025-10-09 06:00:00+07:00,22.654,98,3.7585104,42,0
Soc Son,2025-10-09 06:00:00+07:00,23.365501,100,1.8,65,0
Phuc Tho,2025-10-09 06:00:00+07:00,24.002,100,3.6,68,0
Hai Ba Trung,2025-10-09 06:00:00+07:00,23.476,100,3.319036,75,0
Thanh Tri,2025-10-09 07:00:00+07:00,24.477999,100,4.1046314,84,0
Thanh Xuan,2025-10-09 07:00:00+07:00,24.6565,98,3.4152596,75,0
Gia Lam,2025-10-09 07:00:00+07:00,24.706501,100,3.563818,74,0
Dan Phuong,2025-10-09 07:00:00+07:00,25.1325,98,3.9763298,66,0
Soc Son,2025-10-09 07:00:00+07:00,24.3155,99,1.8,72,0
Ba Vi,2025-10-09 07:00:00+07:00,24.657,96,2.5455842,64,0
Son Tay,2025-10-09 07:00:00+07:00,24.952,96,3.6179552,70,0
Phu Xuyen,2025-10-09 07:00:00+07:00,24.289,99,4.1046314,80,0
Thuong Tin,2025-10-09 07:00:00+07:00,24.465,100,4.1046314,84,0
Hoai Duc,2025-10-09 07:00:00+07:00,24.7215,98,3.4152596,75,0
Cau Giay,2025-10-09 07:00:00+07:00,24.7215,98,3.4152596,75,0
Thanh Oai,2025-10-09 07:00:00+07:00,24.254,97,3.2599385,70,0
Ha Dong,2025-10-09 07:00:00+07:00,24.7215,98,3.4152596,75,0
Long Bien,2025-10-09 07:00:00+07:00,24.7085,98,3.4152596,75,0
Dong Da,2025-10-09 07:00:00+07:00,24.7085,98,3.4152596,75,0
Hai Ba Trung,2025-10-09 07:00:00+07:00,24.675999,98,3.4152596,75,0
Chuong My,2025-10-09 07:00:00+07:00,23.9575,98,3.6179552,61,0
Phuc Tho,2025-10-09 07:00:00+07:00,25.152,98,3.9763298,66,0
Hoang Mai,2025-10-09 07:00:00+07:00,24.715,98,3.4152596,75,0
Tu Liem,2025-10-09 07:00:00+07:00,24.7085,98,3.4152596,75,0
Dong Anh,2025-10-09 07:00:00+07:00,24.626,100,2.9024127,75,0
Me Linh,2025-10-09 07:00:00+07:00,25.126,98,3.9763298,66,0
Ung Hoa,2025-10-09 07:00:00+07:00,24.054,97,3.4152596,46,0
Ba Dinh,2025-10-09 07:00:00+07:00,24.663,98,3.4152596,75,0
Quoc Oai,2025-10-09 07:00:00+07:00,23.928,97,2.5455842,69,0
Thach That,2025-10-09 07:00:00+07:00,24.925999,96,3.6179552,70,0
My Duc,2025-10-09 07:00:00+07:00,24.0475,97,3.4152596,46,0
Hoan Kiem,2025-10-09 07:00:00+07:00,24.682499,98,3.4152596,75,0
Tay Ho,2025-10-09 07:00:00+07:00,24.639,100,2.9024127,75,0
Thanh Xuan,2025-10-09 08:00:00+07:00,26.6065,92,6.1305785,52,0
Phu Xuyen,2025-10-09 08:00:00+07:00,26.289,92,6.9247384,85,0
Long Bien,2025-10-09 08:00:00+07:00,26.6585,92,6.1305785,52,0
Thuong Tin,2025-10-09 08:00:00+07:00,26.315,93,6.792466,76,0
Phuc Tho,2025-10-09 08:00:00+07:00,26.702,92,6.696387,55,0
Thanh Tri,2025-10-09 08:00:00+07:00,26.328,93,6.792466,76,0
Son Tay,2025-10-09 08:00:00+07:00,26.302,90,5.1919937,74,0
My Duc,2025-10-09 08:00:00+07:00,26.6475,91,5.315336,64,0
Thanh Oai,2025-10-09 08:00:00+07:00,26.804,89,5.6233797,82,0
Dong Anh,2025-10-09 08:00:00+07:00,26.675999,91,6.1305785,75,0
Dan Phuong,2025-10-09 08:00:00+07:00,26.682499,92,6.696387,55,0
Dong Da,2025-10-09 08:00:00+07:00,26.6585,92,6.1305785,52,0
Tu Liem,2025-10-09 08:00:00+07:00,26.6585,92,6.1305785,52,0
Me Linh,2025-10-09 08:00:00+07:00,26.675999,92,6.696387,55,0
Chuong My,2025-10-09 08:00:00+07:00,26.4075,91,4.6938257,52,0
Ung Hoa,2025-10-09 08:00:00+07:00,26.654,91,5.315336,64,0
Ba Vi,2025-10-09 08:00:00+07:00,26.557,91,4.072935,79,0
Ha Dong,2025-10-09 08:00:00+07:00,26.671501,92,6.1305785,52,0
Quoc Oai,2025-10-09 08:00:00+07:00,26.328,89,4.8433046,55,0
Hoang Mai,2025-10-09 08:00:00+07:00,26.665,92,6.1305785,52,0
Hoan Kiem,2025-10-09 08:00:00+07:00,26.6325,92,6.1305785,52,0
Hai Ba Trung,2025-10-09 08:00:00+07:00,26.626,92,6.1305785,52,0
Soc Son,2025-10-09 08:00:00+07:00,26.4155,92,5.3517847,82,0
Ba Dinh,2025-10-09 08:00:00+07:00,26.613,92,6.1305785,52,0
Hoai Duc,2025-10-09 08:00:00+07:00,26.671501,92,6.1305785,52,0
Gia Lam,2025-10-09 08:00:00+07:00,26.5065,91,6.193674,63,0
Thach That,2025-10-09 08:00:00+07:00,26.276,90,5.1919937,74,0
Tay Ho,2025-10-09 08:00:00+07:00,26.689,91,6.1305785,75,0
Cau Giay,2025-10-09 08:00:00+07:00,26.671501,92,6.1305785,52,0
Cau Giay,2025-10-09 09:00:00+07:00,28.271502,84,5.6920996,63,0
Dong Anh,2025-10-09 09:00:00+07:00,28.226,84,5.4833565,45,0
Ung Hoa,2025-10-09 09:00:00+07:00,28.104,84,5.7599998,59,0
Ba Vi,2025-10-09 09:00:00+07:00,27.907,85,4.6938257,49,0
Thanh Oai,2025-10-09 09:00:00+07:00,28.204,83,4.6800003,47,0
Hoan Kiem,2025-10-09 09:00:00+07:00,28.2325,84,5.6920996,63,0
Long Bien,2025-10-09 09:00:00+07:00,28.258501,84,5.6920996,63,0
Tu Liem,2025-10-09 09:00:00+07:00,28.258501,84,5.6920996,63,0
Thach That,2025-10-09 09:00:00+07:00,27.476,84,7.145796,52,0
Ha Dong,2025-10-09 09:00:00+07:00,28.271502,84,5.6920996,63,0
Thanh Xuan,2025-10-09 09:00:00+07:00,28.206501,84,5.6920996,63,0
Soc Son,2025-10-09 09:00:00+07:00,28.265501,84,5.00128,46,0
Hai Ba Trung,2025-10-09 09:00:00+07:00,28.226,84,5.6920996,63,0
Me Linh,2025-10-09 09:00:00+07:00,28.026,85,7.42159,51,0
Tay Ho,2025-10-09 09:00:00+07:00,28.239,84,5.4833565,45,0
Thanh Tri,2025-10-09 09:00:00+07:00,28.127998,86,6.2145634,48,0
Phuc Tho,2025-10-09 09:00:00+07:00,28.052,85,7.42159,51,0
Dan Phuong,2025-10-09 09:00:00+07:00,28.0325,85,7.42159,51,0
Ba Dinh,2025-10-09 09:00:00+07:00,28.213001,84,5.6920996,63,0
Dong Da,2025-10-09 09:00:00+07:00,28.258501,84,5.6920996,63,0
My Duc,2025-10-09 09:00:00+07:00,28.0975,84,5.7599998,59,0
Phu Xuyen,2025-10-09 09:00:00+07:00,28.039,85,6.489992,52,0
Hoang Mai,2025-10-09 09:00:00+07:00,28.265001,84,5.6920996,63,0
Son Tay,2025-10-09 09:00:00+07:00,27.502,84,7.145796,52,0
Hoai Duc,2025-10-09 09:00:00+07:00,28.271502,84,5.6920996,63,0
Gia Lam,2025-10-09 09:00:00+07:00,28.2565,82,5.95906,54,0
Thuong Tin,2025-10-09 09:00:00+07:00,28.115,86,6.2145634,48,0
Chuong My,2025-10-09 09:00:00+07:00,27.8075,84,4.5536795,61,0
Quoc Oai,2025-10-09 09:00:00+07:00,27.528,83,5.1919937,54,0
Tay Ho,2025-10-09 10:00:00+07:00,29.639,75,5.7599998,46,0
Dan Phuong,2025-10-09 10:00:00+07:00,29.182499,79,6.28713,56,0
Thuong Tin,2025-10-09 10:00:00+07:00,29.465,77,6.849467,49,0
Tu Liem,2025-10-09 10:00:00+07:00,29.4085,78,5.7599998,53,0
Long Bien,2025-10-09 10:00:00+07:00,29.4085,78,5.7599998,53,0
Hoang Mai,2025-10-09 10:00:00+07:00,29.415,78,5.7599998,53,0
Hai Ba Trung,2025-10-09 10:00:00+07:00,29.376,78,5.7599998,53,0
Quoc Oai,2025-10-09 10:00:00+07:00,28.578,75,4.379589,69,0
Soc Son,2025-10-09 10:00:00+07:00,29.765501,73,5.0528407,48,0
Ha Dong,2025-10-09 10:00:00+07:00,29.421501,78,5.7599998,53,0
Phu Xuyen,2025-10-09 10:00:00+07:00,29.489,75,7.2359104,54,0
Cau Giay,2025-10-09 10:00:00+07:00,29.421501,78,5.7599998,53,0
Hoan Kiem,2025-10-09 10:00:00+07:00,29.3825,78,5.7599998,53,0
Ba Dinh,2025-10-09 10:00:00+07:00,29.363,78,5.7599998,53,0
Thanh Xuan,2025-10-09 10:00:00+07:00,29.3565,78,5.7599998,53,0
Ba Vi,2025-10-09 10:00:00+07:00,29.057,76,4.3498964,58,0
Hoai Duc,2025-10-09 10:00:00+07:00,29.421501,78,5.7599998,53,0
Thanh Tri,2025-10-09 10:00:00+07:00,29.477999,77,6.849467,49,0
Dong Da,2025-10-09 10:00:00+07:00,29.4085,78,5.7599998,53,0
Ung Hoa,2025-10-09 10:00:00+07:00,29.104,76,6.725354,78,0
My Duc,2025-10-09 10:00:00+07:00,29.0975,76,6.725354,78,0
Chuong My,2025-10-09 10:00:00+07:00,28.7075,77,4.802999,69,0
Thach That,2025-10-09 10:00:00+07:00,28.675999,77,5.991594,57,0
Dong Anh,2025-10-09 10:00:00+07:00,29.626,75,5.7599998,46,0
Son Tay,2025-10-09 10:00:00+07:00,28.702,77,5.991594,57,0
Phuc Tho,2025-10-09 10:00:00+07:00,29.202,79,6.28713,56,0
Me Linh,2025-10-09 10:00:00+07:00,29.175999,79,6.28713,56,0
Gia Lam,2025-10-09 10:00:00+07:00,29.6565,74,6.489992,41,0
Thanh Oai,2025-10-09 10:00:00+07:00,29.204,76,4.6938252,59,0
Chuong My,2025-10-09 11:00:00+07:00,29.4575,72,5.6233797,69,0
Hoai Duc,2025-10-09 11:00:00+07:00,30.3215,71,5.4833565,70,0
Phu Xuyen,2025-10-09 11:00:00+07:00,30.439,69,6.9247384,48,0
Thanh Tri,2025-10-09 11:00:00+07:00,30.528,70,6.6087217,65,0
Hoang Mai,2025-10-09 11:00:00+07:00,30.315,71,5.4833565,70,0
Tay Ho,2025-10-09 11:00:00+07:00,30.639,67,5.1919937,49,0
Phuc Tho,2025-10-09 11:00:00+07:00,30.202,71,4.3349743,60,0
Hai Ba Trung,2025-10-09 11:00:00+07:00,30.276,71,5.4833565,70,0
Gia Lam,2025-10-09 11:00:00+07:00,30.706501,66,6.297428,53,0
Dan Phuong,2025-10-09 11:00:00+07:00,30.182499,71,4.3349743,60,0
Thach That,2025-10-09 11:00:00+07:00,29.425999,71,4.6938252,68,0
My Duc,2025-10-09 11:00:00+07:00,29.8475,71,6.489992,52,0
Thanh Oai,2025-10-09 11:00:00+07:00,30.004,71,5.1919937,51,0
Son Tay,2025-10-09 11:00:00+07:00,29.452,71,4.6938252,68,0
Dong Anh,2025-10-09 11:00:00+07:00,30.626,67,5.1919937,49,0
Ung Hoa,2025-10-09 11:00:00+07:00,29.854,71,6.489992,52,0
Hoan Kiem,2025-10-09 11:00:00+07:00,30.2825,71,5.4833565,70,0
Ba Vi,2025-10-09 11:00:00+07:00,29.857,71,4.1046314,69,0
Ba Dinh,2025-10-09 11:00:00+07:00,30.263,71,5.4833565,70,0
Thanh Xuan,2025-10-09 11:00:00+07:00,30.2565,71,5.4833565,70,0
Dong Da,2025-10-09 11:00:00+07:00,30.3085,71,5.4833565,70,0
Me Linh,2025-10-09 11:00:00+07:00,30.175999,71,4.3349743,60,0
Cau Giay,2025-10-09 11:00:00+07:00,30.3215,71,5.4833565,70,0
Long Bien,2025-10-09 11:00:00+07:00,30.3085,71,5.4833565,70,0
